Year,Country,Sport,Discipline,Event,GoldCount,SilverCount,BronzeCount
2004,CHN,Table Tennis,Table Tennis,Doubles,2,0,1
2004,CHN,Table Tennis,Table Tennis,Singles,1,1,1
2004,CHN,Taekwondo,Taekwondo,+ 67 KG,1,0,0
2004,CHN,Taekwondo,Taekwondo,57 - 67 KG,1,0,0
2004,CHN,Tennis,Tennis,Doubles,1,0,0
2004,CHN,Volleyball,Volleyball,Volleyball,1,0,0
2004,CHN,Weightlifting,Weightlifting,+ 75KG,1,0,0
2004,CHN,Weightlifting,Weightlifting,"- 56KG, Total (Bantamweight)",0,1,0
2004,CHN,Weightlifting,Weightlifting,48KG,0,1,0
2004,CHN,Weightlifting,Weightlifting,58KG,1,0,0
2004,CHN,Weightlifting,Weightlifting,62KG,1,1,0
2004,CHN,Weightlifting,Weightlifting,69KG,2,0,0
2004,CHN,Wrestling,Wrestling Free.,63 - 72KG,1,0,0
2004,CMR,Athletics,Athletics,Triple Jump,1,0,0
2004,COL,Cycling,Cycling Track,Points Race,0,0,1
2004,COL,Weightlifting,Weightlifting,53KG,0,0,1
2004,CRO,Aquatics,Swimming,50M Freestyle,0,1,0
2004,CRO,Handball,Handball,Handball,1,0,0
2004,CRO,Rowing,Rowing,Coxless Pair (2-),0,1,0
2004,CRO,Tennis,Tennis,Doubles,0,0,1
2004,CRO,Weightlifting,Weightlifting,69KG,0,0,1
2004,CUB,Athletics,Athletics,110M Hurdles,0,0,1
2004,CUB,Athletics,Athletics,Hammer Throw,0,1,1
2004,CUB,Athletics,Athletics,Javelin Throw,1,0,0
2004,CUB,Athletics,Athletics,Shot Put,1,0,0
2004,CUB,Baseball,Baseball,Baseball,1,0,0
2004,CUB,Boxing,Boxing,+ 91KG (Super Heavyweight),0,0,1
2004,CUB,Boxing,Boxing,48 - 51KG (Flyweight),1,0,0
2004,CUB,Boxing,Boxing,48KG (Light Flywieght),1,0,0
2004,CUB,Boxing,Boxing,51 - 54KG (Bantamweight),1,0,0
2004,CUB,Boxing,Boxing,57 - 60KG (Lightweight),1,0,0
2004,CUB,Boxing,Boxing,60 - 64 KG,0,1,0
2004,CUB,Boxing,Boxing,64 - 69 KG,0,1,0
2004,CUB,Boxing,Boxing,81 - 91KG (Heavyweight),1,0,0
2004,CUB,Canoe / Kayak,Canoe / Kayak F,C-2 500M (Canoe Double),0,1,0
2004,CUB,Judo,Judo,+ 78KG (Heavyweight),0,1,0
2004,CUB,Judo,Judo,48 - 52KG (Half-Lightweight),0,0,1
2004,CUB,Judo,Judo,52 - 57KG (Lightweight),0,0,1
2004,CUB,Judo,Judo,57 - 63KG (Half-Middleweight),0,0,1
2004,CUB,Judo,Judo,60 - 66KG (Half-Lightweight),0,0,1
2004,CUB,Judo,Judo,70 - 78KG (Half-Heavyweight),0,0,1
2004,CUB,Shooting,Shooting,Skeet (125 Targets),0,0,1
2004,CUB,Taekwondo,Taekwondo,- 49 KG,0,1,0
2004,CUB,Volleyball,Volleyball,Volleyball,0,0,1
2004,CUB,Wrestling,Wrestling Free.,55 - 60KG,1,0,0
2004,CUB,Wrestling,Wrestling Free.,66 - 74KG,0,0,1
2004,CUB,Wrestling,Wrestling Gre-R,55 - 60KG,0,1,0
2004,CZE,Athletics,Athletics,Decathlon,1,0,0
2004,CZE,Athletics,Athletics,High Jump,0,0,1
2004,CZE,Canoe / Kayak,Canoe / Kayak S,C-2 (Canoe Double),0,0,1
2004,CZE,Modern Pentathlon,Modern Pentath.,Individual Competition,0,0,1
2004,CZE,Rowing,Rowing,Quadruple Sculls Without Coxswain (4X),0,1,0
2004,CZE,Sailing,Sailing,Single-Handed Dinghy (Europe),0,1,0
2004,CZE,Shooting,Shooting,10M Air Rifle (40 Shots),0,0,1
2004,CZE,Shooting,Shooting,25M Pistol (30+30 Shots),0,1,0
2004,DEN,Athletics,Athletics,800M,0,0,1
2004,DEN,Athletics,Athletics,Shot Put,0,0,1
2004,DEN,Badminton,Badminton,Doubles,0,0,2
2004,DEN,Handball,Handball,Handball,1,0,0
2004,DEN,Rowing,Rowing,Lightweight Coxless Four (4-),1,0,0
2004,DEN,Sailing,Sailing,Single-Handed Dinghy (Europe),0,0,1
2004,DEN,Sailing,Sailing,Yngling - Keelboat,0,0,1
2004,DEN,Table Tennis,Table Tennis,Doubles,0,0,1
2004,DOM,Athletics,Athletics,400M Hurdles,1,0,0
2004,EGY,Boxing,Boxing,+ 91KG (Super Heavyweight),0,1,0
2004,EGY,Boxing,Boxing,75 - 81KG (Light-Heavyweight),0,0,1
2004,EGY,Boxing,Boxing,81 - 91KG (Heavyweight),0,0,1
2004,EGY,Taekwondo,Taekwondo,- 58 KG,0,0,1
2004,EGY,Wrestling,Wrestling Gre-R,84 - 96KG,1,0,0
2004,ERI,Athletics,Athletics,10000M,0,0,1
2004,ESP,Athletics,Athletics,20KM Walk,0,1,0
2004,ESP,Athletics,Athletics,Long Jump,0,0,1
2004,ESP,Canoe / Kayak,Canoe / Kayak F,C-1 1000M (Canoe Single),1,0,0
2004,ESP,Canoe / Kayak,Canoe / Kayak F,C-1 500M (Canoe Single),0,1,0
2004,ESP,Cycling,Cycling Track,Individual Pursuit,0,0,1
2004,ESP,Cycling,Cycling Track,Keirin,0,1,0
2004,ESP,Cycling,Cycling Track,Points Race,0,1,0
2004,ESP,Cycling,Cycling Track,Team Pursuit (4000M),0,0,1
2004,ESP,Cycling,Mountain Bike,Cross-Country,0,1,0
2004,ESP,Equestrian,Dressage,Individual,0,0,1
2004,ESP,Equestrian,Dressage,Team,0,2,0
2004,ESP,Gymnastics,Artistic G.,Floor Exercises,0,0,1
2004,ESP,Gymnastics,Artistic G.,Vault,1,0,0
2004,ESP,Sailing,Sailing,470 - Two Person Dinghy,0,1,0
2004,ESP,Sailing,Sailing,49Er - Skiff,1,0,0
2004,ESP,Sailing,Sailing,Single-Handed Dinghy (Finn),0,1,0
2004,ESP,Shooting,Shooting,Trap (75 Targets),0,1,0
2004,ESP,Volleyball,Beach volley.,Beach Volleyball,0,1,0
2004,EST,Athletics,Athletics,Discus Throw,0,0,1
2004,EST,Judo,Judo,+ 100KG (Heavyweight),0,0,1
2004,EST,Rowing,Rowing,Single Sculls (1X),0,1,0
2004,ETH,Athletics,Athletics,10000M,1,2,1
2004,ETH,Athletics,Athletics,5000M,1,1,1
2004,FIN,Shooting,Shooting,Skeet (125 Targets),0,1,0
2004,FIN,Wrestling,Wrestling Gre-R,66 - 74KG,0,1,0
2004,FRA,Aquatics,Swimming,100M Backstroke,0,0,1
2004,FRA,Aquatics,Swimming,100M Breaststroke,0,0,1
2004,FRA,Aquatics,Swimming,200M Freestyle,0,0,1
2004,FRA,Aquatics,Swimming,400M Freestyle,1,0,0
2004,FRA,Aquatics,Swimming,50M Freestyle,0,1,0
2004,FRA,Aquatics,Swimming,800M Freestyle,0,1,0
2004,FRA,Athletics,Athletics,400M Hurdles,0,0,1
2004,FRA,Athletics,Athletics,4X100M Relay,0,0,1
2004,FRA,Boxing,Boxing,48 - 51KG (Flyweight),0,1,0
2004,FRA,Canoe / Kayak,Canoe / Kayak S,C-1 (Canoe Single),1,0,0
2004,FRA,Canoe / Kayak,Canoe / Kayak S,K-1 (Kayak Single),1,0,1
2004,FRA,Cycling,Cycling Track,1KM Time Trial,0,1,0
2004,FRA,Cycling,Cycling Track,Team Sprint,0,0,1
2004,FRA,Cycling,Mountain Bike,Cross-Country,1,0,0
2004,FRA,Equestrian,Eventing,Team,1,0,0
2004,FRA,Fencing,Fencing,Foil Individual,1,0,0
2004,FRA,Fencing,Fencing,Sabre Team,1,0,0
2004,FRA,Fencing,Fencing,Ă‰pĂ©e Individual,0,1,1
2004,FRA,Fencing,Fencing,Ă‰pĂ©e Team,1,0,1
2004,FRA,Gymnastics,Artistic G.,Uneven Bars,1,0,0
2004,FRA,Judo,Judo,- 48 KG,0,1,0
2004,FRA,Rowing,Rowing,Double Sculls (2X),1,0,0
2004,FRA,Rowing,Rowing,Lightweight Double Sculls (2X),0,1,0
2004,FRA,Sailing,Sailing,Board (Mistral),1,0,0
2004,FRA,Sailing,Sailing,Star - Keelboat,0,0,1
2004,FRA,Taekwondo,Taekwondo,+ 67 KG,0,1,0
2004,FRA,Taekwondo,Taekwondo,+ 80 KG,0,0,1
2004,FRA,Tennis,Tennis,Singles,0,1,0
2004,FRA,Wrestling,Wrestling Free.,48 - 55KG,0,0,1
2004,FRA,Wrestling,Wrestling Free.,55 - 63KG,0,0,1
2004,GBR,Aquatics,Diving,Synchronized Diving 10M Platform,0,1,0
2004,GBR,Aquatics,Swimming,1500M Freestyle,0,0,1
2004,GBR,Aquatics,Swimming,200M Butterfly,0,0,1
2004,GBR,Archery,Archery,Individual (Fita Olympic Round - 70M),0,0,1
2004,GBR,Athletics,Athletics,1500M,1,0,0
2004,GBR,Athletics,Athletics,4X100M Relay,1,0,0
2004,GBR,Athletics,Athletics,800M,1,0,0
2004,GBR,Athletics,Athletics,Heptathlon,0,0,1
2004,GBR,Badminton,Badminton,Doubles,0,2,0
2004,GBR,Boxing,Boxing,57 - 60KG (Lightweight),0,1,0
2004,GBR,Canoe / Kayak,Canoe / Kayak F,K-1 500M (Kayak Single),0,0,1
2004,GBR,Canoe / Kayak,Canoe / Kayak S,K-1 (Kayak Single),0,1,1
2004,GBR,Cycling,Cycling Track,1KM Time Trial,1,0,0
2004,GBR,Cycling,Cycling Track,Individual Pursuit,1,0,0
2004,GBR,Cycling,Cycling Track,Madison,0,0,1
2004,GBR,Cycling,Cycling Track,Team Pursuit (4000M),0,1,0
2004,GBR,Equestrian,Eventing,Individual,1,0,1
2004,GBR,Equestrian,Eventing,Team,0,2,0
2004,GBR,Modern Pentathlon,Modern Pentath.,Individual Competition,0,0,1
2004,GBR,Rowing,Rowing,Double Sculls (2X),0,0,1
2004,GBR,Rowing,Rowing,Four Without Coxswain (4-),1,0,0
2004,GBR,Rowing,Rowing,Pair Without Coxswain (2-),0,1,0
2004,GBR,Rowing,Rowing,Quadruple Sculls Without Coxswain (4X),0,1,0
2004,GBR,Sailing,Sailing,470 - Two Person Dinghy,0,1,0
2004,GBR,Sailing,Sailing,49Er - Skiff,0,0,1
2004,GBR,Sailing,Sailing,Board (Mistral),0,0,1
2004,GBR,Sailing,Sailing,Single-Handed Dinghy (Finn),1,0,0
2004,GBR,Sailing,Sailing,Yngling - Keelboat,1,0,0
2004,GEO,Judo,Judo,- 60 KG,0,1,0
2004,GEO,Judo,Judo,81 - 90KG (Middleweight),1,0,0
2004,GEO,Weightlifting,Weightlifting,85KG,1,0,0
2004,GEO,Wrestling,Wrestling Gre-R,84 - 96KG,0,1,0
2004,GER,Aquatics,Diving,Synchronized Diving 3M Springboard,0,1,0
2004,GER,Aquatics,Swimming,200M Backstroke,0,0,1
2004,GER,Aquatics,Swimming,200M Breaststroke,0,0,1
2004,GER,Aquatics,Swimming,4X100M Medley Relay,0,1,1
2004,GER,Aquatics,Swimming,4X200M Freestyle Relay,0,0,1
2004,GER,Athletics,Athletics,Javelin Throw,0,1,0
2004,GER,Athletics,Athletics,Shot Put,0,1,0
2004,GER,Boxing,Boxing,48 - 51KG (Flyweight),0,0,1
2004,GER,Boxing,Boxing,54 - 57KG (Featherweight),0,0,1
2004,GER,Canoe / Kayak,Canoe / Kayak F,C-1 1000M (Canoe Single),0,1,0
2004,GER,Canoe / Kayak,Canoe / Kayak F,C-1 500M (Canoe Single),1,0,0
2004,GER,Canoe / Kayak,Canoe / Kayak F,C-2 1000M (Canoe Double),1,0,0
2004,GER,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),1,1,0
2004,GER,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),0,1,0
2004,GER,Canoe / Kayak,Canoe / Kayak F,K-4 500M (Kayak Four),1,0,0
2004,GER,Canoe / Kayak,Canoe / Kayak S,C-1 (Canoe Single),0,0,1
2004,GER,Canoe / Kayak,Canoe / Kayak S,C-2 (Canoe Double),0,1,0
2004,GER,Cycling,Cycling Road,Individual Road Race,0,1,0
2004,GER,Cycling,Cycling Track,1KM Time Trial,0,0,1
2004,GER,Cycling,Cycling Track,Points Race,0,0,1
2004,GER,Cycling,Cycling Track,Sprint Indivual,0,0,1
2004,GER,Cycling,Cycling Track,Team Sprint,1,0,0
2004,GER,Cycling,Mountain Bike,Cross-Country,0,0,1
2004,GER,Equestrian,Dressage,Individual,0,1,0
2004,GER,Equestrian,Dressage,Team,2,0,0
2004,GER,Equestrian,Jumping,Individual,0,0,1
2004,GER,Equestrian,Jumping,Team,0,0,1
2004,GER,Fencing,Fencing,Ă‰pĂ©e Team,0,1,1
2004,GER,Football,Football,Football,0,0,1
2004,GER,Gymnastics,Trampoline,Individual,1,0,1
2004,GER,Handball,Handball,Handball,0,1,0
2004,GER,Hockey,Hockey,Hockey,1,0,1
2004,GER,Judo,Judo,- 48 KG,0,0,1
2004,GER,Judo,Judo,52 - 57KG (Lightweight),1,0,0
2004,GER,Judo,Judo,63 - 70KG (Middleweight),0,0,1
2004,GER,Judo,Judo,90 - 100KG (Half-Heavyweight),0,0,1
2004,GER,Rowing,Rowing,Double Sculls (2X),0,1,0
2004,GER,Rowing,Rowing,Lightweight Double Sculls (2X),0,1,0
2004,GER,Rowing,Rowing,Quadruple Sculls Without Coxswain (4X),1,0,0
2004,GER,Rowing,Rowing,Single Sculls (1X),1,0,0
2004,GER,Shooting,Shooting,10M Running Target (30+30 Shots),1,0,0
2004,GER,Shooting,Shooting,25M Rapid Fire Pistol (60 Shots),1,0,0
2004,GER,Shooting,Shooting,50M Rifle Prone (60 Shots),0,1,0
2004,GER,Tennis,Tennis,Doubles,0,1,0
2004,GRE,Aquatics,Diving,Synchronized Diving 3M Springboard,1,0,0
2004,GRE,Aquatics,Water polo,Water Polo,0,1,0
2004,GRE,Athletics,Athletics,20KM Race Walk,1,0,0
2004,GRE,Athletics,Athletics,400M Hurdles,1,0,0
2004,GRE,Athletics,Athletics,Discus Throw,0,1,0
2004,GRE,Athletics,Athletics,Javelin Throw,0,0,1
2004,GRE,Athletics,Athletics,Triple Jump,0,1,0
2004,GRE,Gymnastics,Artistic G.,Rings,1,0,0
2004,GRE,Judo,Judo,73 - 81KG (Half-Middleweight),1,0,0
2004,GRE,Rowing,Rowing,Lightweight Double Sculls (2X),0,0,1
2004,GRE,Sailing,Sailing,470 - Two Person Dinghy,1,0,0
2004,GRE,Sailing,Sailing,Board (Mistral),0,1,0
2004,GRE,Taekwondo,Taekwondo,+ 80 KG,0,1,0
2004,GRE,Taekwondo,Taekwondo,57 - 67 KG,0,1,0
2004,GRE,Weightlifting,Weightlifting,85KG,0,0,1
2004,GRE,Wrestling,Wrestling Gre-R,- 55KG,0,0,1
2004,HKG,Table Tennis,Table Tennis,Doubles,0,1,0
2004,HUN,Aquatics,Swimming,200M Breaststroke,0,1,0
2004,HUN,Aquatics,Swimming,400M Individual Medley,0,0,1
2004,HUN,Aquatics,Water polo,Water Polo,1,0,0
2004,HUN,Athletics,Athletics,Discus Throw,0,1,0
2004,HUN,Canoe / Kayak,Canoe / Kayak F,C-1 1000M (Canoe Single),0,0,1
2004,HUN,Canoe / Kayak,Canoe / Kayak F,C-2 1000M (Canoe Double),0,0,1
2004,HUN,Canoe / Kayak,Canoe / Kayak F,K-1 500M (Kayak Single),1,0,0
2004,HUN,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),1,0,0
2004,HUN,Canoe / Kayak,Canoe / Kayak F,K-4 1000M (Kayak Four),1,0,0
2004,HUN,Canoe / Kayak,Canoe / Kayak F,K-4 500M (Kayak Four),0,1,0
2004,HUN,Fencing,Fencing,Sabre Individual,0,1,0
2004,HUN,Fencing,Fencing,Ă‰pĂ©e Individual,1,0,0
2004,HUN,Fencing,Fencing,Ă‰pĂ©e Team,0,1,0
2004,HUN,Modern Pentathlon,Modern Pentath.,Individual Competition,1,0,0
2004,HUN,Shooting,Shooting,Skeet (75 Targets),1,0,0
2004,HUN,Weightlifting,Weightlifting,69KG,0,1,0
2004,HUN,Wrestling,Wrestling Gre-R,- 55KG,1,0,0
2004,INA,Badminton,Badminton,Doubles,0,0,1
2004,INA,Badminton,Badminton,Singles,1,0,1
2004,INA,Weightlifting,Weightlifting,53KG,0,1,0
2004,IND,Shooting,Shooting,Double Trap (150 Targets),0,1,0
2004,IRI,Taekwondo,Taekwondo,58 - 68 KG,1,0,0
2004,IRI,Taekwondo,Taekwondo,68 - 80 KG,0,0,1
2004,IRI,Weightlifting,Weightlifting,+ 105KG,1,0,0
2004,IRI,Wrestling,Wrestling Free.,55 - 60KG,0,1,0
2004,IRI,Wrestling,Wrestling Free.,84 - 96KG,0,0,1
2004,IRI,Wrestling,Wrestling Free.,96 - 120KG,0,1,0
2004,ISR,Judo,Judo,90 - 100KG (Half-Heavyweight),0,0,1
2004,ISR,Sailing,Sailing,Board (Mistral),1,0,0
2004,ITA,Aquatics,Swimming,200M Freestyle,0,1,0
2004,ITA,Aquatics,Swimming,4X200M Freestyle Relay,0,0,1
2004,ITA,Aquatics,Water polo,Water Polo,1,0,0
2004,ITA,Archery,Archery,Individual (Fita Olympic Round - 70M),1,0,0
2004,ITA,Athletics,Athletics,20KM Walk,1,0,0
2004,ITA,Athletics,Athletics,Marathon,1,0,0
2004,ITA,Athletics,Athletics,Pole Vault,0,0,1
2004,ITA,Basketball,Basketball,Basketball,0,1,0
2004,ITA,Boxing,Boxing,+ 91KG (Super Heavyweight),0,0,1
2004,ITA,Canoe / Kayak,Canoe / Kayak F,K-1 500M (Kayak Single),0,1,0
2004,ITA,Canoe / Kayak,Canoe / Kayak F,K-2 1000M (Kayak Double),0,1,0
2004,ITA,Cycling,Cycling Road,Individual Road Race,1,0,0
2004,ITA,Fencing,Fencing,Foil Individual,1,2,1
2004,ITA,Fencing,Fencing,Foil Team,1,0,0
2004,ITA,Fencing,Fencing,Sabre Individual,1,0,0
2004,ITA,Fencing,Fencing,Sabre Team,0,1,0
2004,ITA,Football,Football,Football,0,0,1
2004,ITA,Gymnastics,Artistic G.,Horizontal Bar,1,0,0
2004,ITA,Gymnastics,Artistic G.,Rings,0,0,1
2004,ITA,Gymnastics,Rhythmic G.,Group Competition,0,1,0
2004,ITA,Judo,Judo,70 - 78KG (Half-Heavyweight),0,0,1
2004,ITA,Rowing,Rowing,Double Sculls (2X),0,0,1
2004,ITA,Rowing,Rowing,Four Without Coxswain (4-),0,0,1
2004,ITA,Rowing,Rowing,Lightweight Coxless Four (4-),0,0,1
2004,ITA,Sailing,Sailing,Board (Mistral),0,0,1
2004,ITA,Shooting,Shooting,50M Rifle 3 Positions (3X20 Shots),0,1,0
2004,ITA,Shooting,Shooting,Skeet (125 Targets),1,0,0
2004,ITA,Shooting,Shooting,Trap (125 Targets),0,1,0
2004,ITA,Volleyball,Volleyball,Volleyball,0,1,0
2004,JAM,Athletics,Athletics,100M,0,0,1
2004,JAM,Athletics,Athletics,200M,1,0,0
2004,JAM,Athletics,Athletics,400M Hurdles,0,1,0
2004,JAM,Athletics,Athletics,4X100M Relay,1,0,0
2004,JAM,Athletics,Athletics,4X400M Relay,0,0,1
2004,JPN,Aquatics,Swimming,100M Backstroke,0,0,1
2004,JPN,Aquatics,Swimming,100M Breaststroke,1,0,0
2004,JPN,Aquatics,Swimming,200M Backstroke,0,0,1
2004,JPN,Aquatics,Swimming,200M Breaststroke,1,0,0
2004,JPN,Aquatics,Swimming,200M Butterfly,0,1,1
2004,JPN,Aquatics,Swimming,4X100M Medley Relay,0,0,1
2004,JPN,Aquatics,Swimming,800M Freestyle,1,0,0
2004,JPN,Aquatics,Synchronized S.,Duet,0,1,0
2004,JPN,Aquatics,Synchronized S.,Team,0,1,0
2004,JPN,Archery,Archery,Individual (Fita Olympic Round - 70M),0,1,0
2004,JPN,Athletics,Athletics,Hammer Throw,1,0,0
2004,JPN,Athletics,Athletics,Marathon,1,0,0
2004,JPN,Baseball,Baseball,Baseball,0,0,1
2004,JPN,Cycling,Cycling Track,Team Sprint,0,1,0
2004,JPN,Gymnastics,Artistic G.,Horizontal Bar,0,0,1
2004,JPN,Gymnastics,Artistic G.,Parallel Bars,0,1,0
2004,JPN,Gymnastics,Artistic G.,Pommel Horse,0,0,1
2004,JPN,Gymnastics,Artistic G.,Team Competition,1,0,0
2004,JPN,Judo,Judo,+ 100KG (Heavyweight),1,0,0
2004,JPN,Judo,Judo,+ 78KG (Heavyweight),1,0,0
2004,JPN,Judo,Judo,- 48 KG,1,0,0
2004,JPN,Judo,Judo,- 60 KG,1,0,0
2004,JPN,Judo,Judo,48 - 52KG (Half-Lightweight),0,1,0
2004,JPN,Judo,Judo,57 - 63KG (Half-Middleweight),1,0,0
2004,JPN,Judo,Judo,60 - 66KG (Half-Lightweight),1,0,0
2004,JPN,Judo,Judo,63 - 70KG (Middleweight),1,0,0
2004,JPN,Judo,Judo,70 - 78KG (Half-Heavyweight),1,0,0
2004,JPN,Judo,Judo,81 - 90KG (Middleweight),0,1,0
2004,JPN,Sailing,Sailing,470 - Two Person Dinghy,0,0,1
2004,JPN,Softball,Softball,Softball,0,0,1
2004,JPN,Wrestling,Wrestling Free.,- 48KG,0,1,0
2004,JPN,Wrestling,Wrestling Free.,- 55KG,0,0,1
2004,JPN,Wrestling,Wrestling Free.,48 - 55KG,1,0,0
2004,JPN,Wrestling,Wrestling Free.,55 - 60KG,0,0,1
2004,JPN,Wrestling,Wrestling Free.,55 - 63KG,1,0,0
2004,JPN,Wrestling,Wrestling Free.,63 - 72KG,0,0,1
2004,KAZ,Athletics,Athletics,Decathlon,0,0,1
2004,KAZ,Boxing,Boxing,57 - 60KG (Lightweight),0,0,1
2004,KAZ,Boxing,Boxing,64 - 69 KG,1,0,0
2004,KAZ,Boxing,Boxing,69 - 75 KG,0,1,0
2004,KAZ,Weightlifting,Weightlifting,77KG,0,1,0
2004,KAZ,Wrestling,Wrestling Free.,66 - 74KG,0,1,0
2004,KAZ,Wrestling,Wrestling Gre-R,60 - 66KG,0,0,1
2004,KAZ,Wrestling,Wrestling Gre-R,96 - 120KG,0,1,0
2004,KEN,Athletics,Athletics,1500M,0,1,0
2004,KEN,Athletics,Athletics,3000M Steeplechase,1,1,1
2004,KEN,Athletics,Athletics,5000M,0,1,1
2004,KEN,Athletics,Athletics,Marathon,0,1,0
2004,KOR,Archery,Archery,Individual (Fita Olympic Round - 70M),1,1,0
2004,KOR,Archery,Archery,Team (Fita Olympic Round - 70M),2,0,0
2004,KOR,Badminton,Badminton,Doubles,1,1,1
2004,KOR,Badminton,Badminton,Singles,0,1,0
2004,KOR,Boxing,Boxing,54 - 57KG (Featherweight),0,0,1
2004,KOR,Boxing,Boxing,64 - 69 KG,0,0,1
2004,KOR,Gymnastics,Artistic G.,Individual All-Round,0,1,1
2004,KOR,Handball,Handball,Handball,0,1,0
2004,KOR,Judo,Judo,- 60 KG,0,0,1
2004,KOR,Judo,Judo,66 - 73KG (Lightweight),1,0,0
2004,KOR,Judo,Judo,90 - 100KG (Half-Heavyweight),0,1,0
2004,KOR,Shooting,Shooting,50M Pistol (60 Shots),0,1,0
2004,KOR,Shooting,Shooting,Double Trap (120 Targets),0,1,0
2004,KOR,Shooting,Shooting,Trap (75 Targets),0,0,1
2004,KOR,Table Tennis,Table Tennis,Doubles,0,1,0
2004,KOR,Table Tennis,Table Tennis,Singles,1,0,1
2004,KOR,Taekwondo,Taekwondo,+ 80 KG,1,0,0
2004,KOR,Taekwondo,Taekwondo,49 - 57 KG,1,0,0
2004,KOR,Taekwondo,Taekwondo,57 - 67 KG,0,0,1
2004,KOR,Taekwondo,Taekwondo,58 - 68 KG,0,0,1
2004,KOR,Weightlifting,Weightlifting,+ 75KG,0,1,0
2004,KOR,Weightlifting,Weightlifting,69KG,0,1,0
2004,KOR,Wrestling,Wrestling Free.,74 - 84KG,0,1,0
2004,KOR,Wrestling,Wrestling Gre-R,55 - 60KG,1,0,0
2004,LAT,Athletics,Athletics,Javelin Throw,0,1,0
2004,LAT,Gymnastics,Artistic G.,Vault,0,1,0
2004,LAT,Modern Pentathlon,Modern Pentath.,Individual Competition,0,1,0
2004,LAT,Weightlifting,Weightlifting,+ 105KG,0,1,0
2004,LTU,Athletics,Athletics,Discus Throw,1,0,0
2004,LTU,Athletics,Athletics,Heptathlon,0,1,0
2004,LTU,Modern Pentathlon,Modern Pentath.,Individual Competition,0,1,0
2004,MAR,Athletics,Athletics,1500M,1,0,0
2004,MAR,Athletics,Athletics,5000M,1,0,0
2004,MAR,Athletics,Athletics,800M,0,1,0
2004,MEX,Athletics,Athletics,400M,0,1,0
2004,MEX,Cycling,Cycling Track,Points Race,0,1,0
2004,MEX,Taekwondo,Taekwondo,- 58 KG,0,1,0
2004,MEX,Taekwondo,Taekwondo,49 - 57 KG,0,0,1
2004,MGL,Judo,Judo,- 60 KG,0,0,1
2004,NED,Aquatics,Swimming,100M Butterfly,0,0,1
2004,NED,Aquatics,Swimming,100M Freestyle,1,1,0
2004,NED,Aquatics,Swimming,200M Freestyle,0,1,0
2004,NED,Aquatics,Swimming,4X100M Freestyle Relay,0,1,1
2004,NED,Aquatics,Swimming,50M Freestyle,1,0,0
2004,NED,Badminton,Badminton,Singles,0,1,0
2004,NED,Cycling,Cycling Road,Individual Time Trial,1,0,0
2004,NED,Cycling,Cycling Track,Individual Pursuit,0,0,1
2004,NED,Cycling,Cycling Track,Sprint Indivual,0,1,0
2004,NED,Cycling,Mountain Bike,Cross-Country,0,0,1
2004,NED,Equestrian,Dressage,Individual,1,0,0
2004,NED,Hockey,Hockey,Hockey,0,2,0
2004,NED,Judo,Judo,+ 100KG (Heavyweight),0,0,1
2004,NED,Judo,Judo,52 - 57KG (Lightweight),0,0,1
2004,NED,Judo,Judo,63 - 70KG (Middleweight),0,1,0
2004,NED,Judo,Judo,81 - 90KG (Middleweight),0,0,1
2004,NED,Rowing,Rowing,Eight With Coxswain (8+),0,1,1
2004,NED,Rowing,Rowing,Lightweight Double Sculls (2X),0,0,1
2004,NGR,Athletics,Athletics,4X100M Relay,0,0,1
2004,NGR,Athletics,Athletics,4X400M Relay,0,0,1
2004,NOR,Athletics,Athletics,Javelin Throw,1,0,0
2004,NOR,Canoe / Kayak,Canoe / Kayak F,K-1 1000M (Kayak Single),1,0,0
2004,NOR,Canoe / Kayak,Canoe / Kayak F,K-2 1000M (Kayak Double),0,0,1
2004,NOR,Cycling,Mountain Bike,Cross-Country,1,0,0
2004,NOR,Rowing,Rowing,Single Sculls (1X),1,0,0
2004,NOR,Sailing,Sailing,Single-Handed Dinghy (Europe),1,0,0
2004,NZL,Canoe / Kayak,Canoe / Kayak F,K-1 1000M (Kayak Single),0,1,0
2004,NZL,Cycling,Cycling Track,Individual Pursuit,1,0,0
2004,NZL,Rowing,Rowing,Double Sculls (2X),1,0,0
2004,NZL,Triathlon,Triathlon,Individual,1,1,0
2004,PAR,Football,Football,Football,0,1,0
2004,POL,Aquatics,Swimming,100M Butterfly,0,1,0
2004,POL,Aquatics,Swimming,200M Butterfly,1,0,0
2004,POL,Aquatics,Swimming,400M Freestyle,0,1,0
2004,POL,Athletics,Athletics,50KM Walk,1,0,0
2004,POL,Athletics,Athletics,Pole Vault,0,0,1
2004,POL,Canoe / Kayak,Canoe / Kayak F,K-2 500M (Kayak Double),0,0,1
2004,POL,Fencing,Fencing,Foil Individual,0,0,1
2004,POL,Rowing,Rowing,Lightweight Double Sculls (2X),1,0,0
2004,POL,Sailing,Sailing,Single-Handed Dinghy (Finn),0,0,1
2004,POL,Weightlifting,Weightlifting,+ 75KG,0,0,1
2004,POR,Athletics,Athletics,100M,0,1,0
2004,POR,Athletics,Athletics,1500M,0,0,1
